# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.cache.segmentsCreated,1788181958716000000,1788182018927000000,86
VFS.cache.directoriesCreated,1788181958716000000,1788182018927000000,2471
VFS.fileChildByName,1788181958716000000,1788182018927000000,8649
VFS.cache.segments,1788181958716000000,1788182018927000000,86.0
VFS.rootsCount,1788181958716000000,1788182018927000000,65.0
VFS.contentStorage.recordsUncompressedSize,1788181958716000000,1788182018927000000,4522
FileNameCache.queries,1788181958716000000,1788182018927000000,469952
VFS.contentStorage.recordsStoredCompressed,1788181958716000000,1788182018927000000,0
VFS.contentStorage.recordsReadSize,1788181958716000000,1788182018927000000,7954
VFS.fileByIdCache.misses,1788181958716000000,1788182018927000000,24
VFS.contentStorage.recordsStored,1788181958716000000,1788182018927000000,4
VFS.contentStorage.recordsReadDecompressed,1788181958716000000,1788182018927000000,0
FileNameCache.totalMisses,1788181958716000000,1788182018927000000,256
VFS.contentStorage.recordsDecompressionTimeUs,1788181958716000000,1788182018927000000,0
VFS.folderCaseSensitivityReads,1788181958716000000,1788182018927000000,27
VFS.contentStorage.recordsDeduplicated,1788181958716000000,1788182018927000000,1
VFS.fileByIdCache.hits,1788181958716000000,1788182018927000000,0
VFS.cache.filesCreated,1788181958716000000,1788182018927000000,45403
VFS.contentStorage.recordsStoredSize,1788181958716000000,1788182018927000000,4522
VFS.invertedFileNameIndex.requests,1788181958716000000,1788182018927000000,0
VFS.contentStorage.recordsRead,1788181958716000000,1788182018927000000,6
JVM.usedNativeBytes,1788182018927000000,1788182078752000000,473434264
JVM.usedHeapBytes,1788182018927000000,1788182078752000000,584112112
JVM.threadCount,1788182018927000000,1788182078752000000,104
MEM.fileMappingsRamBytes,1788182018927000000,1788182078752000000,437760000
MEM.ramPlusSwapMinusFileMappingsBytes,1788182018927000000,1788182078752000000,1836769280
JVM.totalTimeToSafepointsMs,1788182018927000000,1788182078752000000,1
JVM.GC.collections,1788182018927000000,1788182078752000000,29
JVM.newThreadsCount,1788182018927000000,1788182078752000000,155
MEM.ramMinusFileMappingsBytes,1788182018927000000,1788182078752000000,1727524864
JVM.totalBytesAllocated,1788182018927000000,1788182078752000000,2214811304
JVM.totalDirectByteBuffersBytes,1788182018927000000,1788182078752000000,8200
JVM.totalTimeAtSafepointsMs,1788182018927000000,1788182078752000000,474
MEM.ramBytes,1788182018927000000,1788182078752000000,2757386240
JVM.GC.collectionTimesMs,1788182018927000000,1788182078752000000,472
JVM.totalCpuTimeMs,1788182018927000000,1788182078752000000,56146
JVM.maxHeapBytes,1788182018927000000,1788182078752000000,2147483648
JVM.committedHeapBytes,1788182018927000000,1788182078752000000,846200832
OS.loadAverage,1788182018927000000,1788182078752000000,9.37109375
JVM.maxThreadCount,1788182018927000000,1788182078752000000,133
JVM.totalSafepointCount,1788182018927000000,1788182078752000000,29
compiler.ArtifactManagerBridge.initBridges.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.commit.ms,1788182018927000000,1788182078752000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1788182018927000000,1788182078752000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1788182018927000000,1788182078752000000,0
FilePageCache.uncachedFileAccess,1788182018927000000,1788182078752000000,0
StorageLockContext.competingThreads.avg,1788182018927000000,1788182078752000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788182018927000000,1788182078752000000,0
FilePageCache.totalPageLoadsUs,1788182018927000000,1788182078752000000,0
FilePageCache.pageFastCacheHits,1788182018927000000,1788182078752000000,0
StorageLockContext.competingThreads.90P,1788182018927000000,1788182078752000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1788182018927000000,1788182078752000000,48365
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788182018927000000,1788182078752000000,41959424
FilePageCache.disposedBuffers,1788182018927000000,1788182078752000000,393
FilePageCache.maxCacheSizeInBytes,1788182018927000000,1788182078752000000,410009600
DirectByteBufferAllocator.disposed,1788182018927000000,1788182078752000000,393
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788182018927000000,1788182078752000000,0
FilePageCache.totalPageDisposalsUs,1788182018927000000,1788182078752000000,0
StreamlinedBlobStorage.recordsRelocated,1788182018927000000,1788182078752000000,0
MappedFileStorage.totalPagesMapped,1788182018927000000,1788182078752000000,14
FilePageCache.capacityInBytes,1788182018927000000,1788182078752000000,629145600
MappedFileStorage.totalBytesMapped,1788182018927000000,1788182078752000000,194248704
DirectByteBufferAllocator.hits,1788182018927000000,1788182078752000000,0
StorageLockContext.competingThreads.max,1788182018927000000,1788182078752000000,0
FilePageCache.pageLoads,1788182018927000000,1788182078752000000,0
StreamlinedBlobStorage.recordsAllocated,1788182018927000000,1788182078752000000,0
StreamlinedBlobStorage.recordsDeleted,1788182018927000000,1788182078752000000,0
DirectByteBufferAllocator.reclaimed,1788182018927000000,1788182078752000000,42
MappedFileStorage.storages,1788182018927000000,1788182078752000000,14
FilePageCache.maxRegisteredFiles,1788182018927000000,1788182078752000000,685
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788182018927000000,1788182078752000000,0
FilePageCache.pageHits,1788182018927000000,1788182078752000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1788182018927000000,1788182078752000000,0
DirectByteBufferAllocator.misses,1788182018927000000,1788182078752000000,0
AWTEventQueue.dispatchTimeMaxNs,1788182018927000000,1788182078752000000,0
FlushQueue.tasksExecuted,1788182018927000000,1788182078752000000,0
NonBlockingReadAction.failedExecutionTimeUs,1788182018927000000,1788182078752000000,0
FlushQueue.waitingTime90PNs,1788182018927000000,1788182078752000000,0
AWTEventQueue.dispatchTimeTotalNS,1788182018927000000,1788182078752000000,6961122928
AWTEventQueue.dispatchTime90PNs,1788182018927000000,1788182078752000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1788182018927000000,1788182078752000000,10500
FlushQueue.queueSizeAvg,1788182018927000000,1788182078752000000,0.0
FlushQueue.executionTimeAvgNs,1788182018927000000,1788182078752000000,0.0
NonBlockingReadAction.failedExecutionsCount,1788182018927000000,1788182078752000000,0
ReadAction.executionsCount,1788182018927000000,1788182078752000000,2280
AWTEventQueue.eventsDispatched,1788182018927000000,1788182078752000000,0
FlushQueue.executionTime90PNs,1788182018927000000,1788182078752000000,0
FlushQueue.queueSizeMax,1788182018927000000,1788182078752000000,0
FlushQueue.waitingTimeAvgNs,1788182018927000000,1788182078752000000,0.0
FlushQueue.executionTimeMaxNs,1788182018927000000,1788182078752000000,0
WriteAction.executionsCount,1788182018927000000,1788182078752000000,0
FlushQueue.waitingTimeMaxNs,1788182018927000000,1788182078752000000,0
NonBlockingReadAction.finalizedExecutionsCount,1788182018927000000,1788182078752000000,20
AWTEventQueue.dispatchTimeAvgNs,1788182018927000000,1788182078752000000,0.0
FlushQueue.queueSize90P,1788182018927000000,1788182078752000000,0
cacheStateStorage.get.counter,1788182018927000000,1788182078752000000,1
cacheStateStorage.get.duration,1788182018927000000,1788182078752000000,9
cacheStateStorage.set.duration,1788182018927000000,1788182078752000000,4
cacheStateStorage.set.counter,1788182018927000000,1788182078752000000,1
workspaceModel.on.changed.ms,1788182018927000000,1788182078752000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1788182018927000000,1788182078752000000,0
workspaceModel.update.unloaded.entities.ms,1788182018927000000,1788182078752000000,0
workspaceModel.updates.count,1788182018927000000,1788182078752000000,0
workspaceModel.full.replace.project.model.ms,1788182018927000000,1788182078752000000,0
workspaceModel.cachedValue.clear.count,1788182018927000000,1788182078752000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1788182018927000000,1788182078752000000,1
